id,ticket_id,priority,status,category,subject,description,created_date,resolved_date,assigned_to,created_at
894,TCK-EGUEWFHD,High,On Hold,Access Request,Issue related to Software,Detailed ticket description GMoYvOdGYODILhcpAHSW,2024-08-11,2024-08-25,Technician A,2025-12-10 13:49:04
895,TCK-0CZA9APN,Critical,In Progress,Other,Issue related to Other,Detailed ticket description IPoglksQEuwpxTwsLXbv,2024-05-20,2024-06-16,Admin,2025-12-10 13:49:04
896,TCK-9LVJR4GN,Critical,Closed,Other,Issue related to Security,Detailed ticket description nSGIwjuFnjDIrhdPbwLz,2024-01-23,2024-01-26,Admin,2025-12-10 13:49:04
897,TCK-W7ORMTTD,High,Resolved,Security,Issue related to Software,Detailed ticket description qvxMzAthBYJuYYkayxuq,2023-10-29,,Technician A,2025-12-10 13:49:04
898,TCK-62L71TRT,Medium,On Hold,Security,Issue related to Hardware,Detailed ticket description WgEHVOHGymGhRLoViueD,2023-09-07,,Technician A,2025-12-10 13:49:04
899,TCK-GKNG36JK,High,On Hold,Other,Issue related to Software,Detailed ticket description ZBsaclqCkbVLGhICCDeN,2023-11-28,2023-12-14,Technician A,2025-12-10 13:49:04
900,TCK-Z0ZNPHWC,High,Closed,Network,Issue related to Other,Detailed ticket description GhHjIjQhqQKlCdtfnfjL,2023-07-11,2023-07-20,Technician B,2025-12-10 13:49:04
901,TCK-JZXPN9SC,Critical,On Hold,Other,Issue related to Security,Detailed ticket description cZEZHRrTRROUkREtpmau,2023-03-08,,IT Support 1,2025-12-10 13:49:04
902,TCK-KNHSU3G0,Low,In Progress,Software,Issue related to Hardware,Detailed ticket description pNBIwHpmVxHaUszeatSQ,2024-04-13,2024-04-20,IT Support 2,2025-12-10 13:49:04
903,TCK-FB9ITHW8,Critical,On Hold,Security,Issue related to Hardware,Detailed ticket description xkxZjCaAujkZOCuJzcFt,2023-03-31,,Unassigned,2025-12-10 13:49:04
904,TCK-029PXKHW,Low,Open,Hardware,Issue related to Access Request,Detailed ticket description MhacwNgQjxsLYaWcQPTh,2023-08-24,2023-09-18,Unassigned,2025-12-10 13:49:04
905,TCK-SVNH8WSA,High,In Progress,Security,Issue related to Software,Detailed ticket description XlWkDaSeLNqMaKrilZIz,2023-12-24,2024-01-05,Admin,2025-12-10 13:49:04
906,TCK-Y77L0TDD,Medium,Closed,Software,Issue related to Security,Detailed ticket description ypmAulyYPfDWJINkBxsM,2024-08-11,2024-09-02,IT Support 2,2025-12-10 13:49:04
907,TCK-S5C4NIV3,High,In Progress,Other,Issue related to Hardware,Detailed ticket description hRyWeFZpUyrkedaPTACA,2023-10-28,2023-11-27,Unassigned,2025-12-10 13:49:04
908,TCK-BZBXCXKH,Low,Resolved,Software,Issue related to Other,Detailed ticket description XNqvvwytSnEVtEsAClxR,2024-08-25,2024-09-07,IT Support 2,2025-12-10 13:49:04
909,TCK-E7KOC3HK,Low,Open,Hardware,Issue related to Network,Detailed ticket description kdLokIqAdcrBApeKgreS,2024-06-12,2024-06-25,IT Support 2,2025-12-10 13:49:04
910,TCK-T2FXC6TG,High,In Progress,Other,Issue related to Security,Detailed ticket description WsBvBVbaOcFXTnKLhRDT,2023-06-12,2023-07-12,IT Support 2,2025-12-10 13:49:04
911,TCK-DL60CLH3,Low,Open,Software,Issue related to Software,Detailed ticket description sihhZzWCChNvLJJTTrXN,2024-03-10,2024-03-23,IT Support 2,2025-12-10 13:49:04
912,TCK-RWCX3S9J,Low,Closed,Security,Issue related to Network,Detailed ticket description KarwiYYsUQMAwlJyXsMh,2024-11-17,2024-12-01,Technician B,2025-12-10 13:49:04
913,TCK-DP1MF877,Critical,In Progress,Security,Issue related to Software,Detailed ticket description CwUtMeFkYBopeerMNatX,2023-11-21,2023-12-16,Technician A,2025-12-10 13:49:04
914,TCK-JG9PPMV8,Low,Closed,Software,Issue related to Access Request,Detailed ticket description gAeXnExwxCmwsPJSIERh,2024-03-10,2024-03-25,Unassigned,2025-12-10 13:49:04
915,TCK-2BGJ7HKB,Critical,In Progress,Software,Issue related to Hardware,Detailed ticket description fGLrodWdDEnydqQzjexc,2023-06-10,,IT Support 1,2025-12-10 13:49:04
916,TCK-JUROYHSJ,Medium,In Progress,Network,Issue related to Network,Detailed ticket description HBmNIbIyqoMlYnbSMKNI,2023-03-03,2023-03-04,Technician A,2025-12-10 13:49:04
917,TCK-TAZTI8HN,Low,In Progress,Security,Issue related to Software,Detailed ticket description bstVpElhsxuvdcrzKKZu,2023-08-14,2023-08-30,IT Support 2,2025-12-10 13:49:04
918,TCK-Y4O62UEF,Critical,Resolved,Network,Issue related to Security,Detailed ticket description oKGXGGbNFKHnHPGfBDBU,2023-07-11,2023-07-28,Unassigned,2025-12-10 13:49:04
919,TCK-XK23XU1X,Medium,In Progress,Software,Issue related to Software,Detailed ticket description AkjbFKcMbmkwMUQDgduN,2024-06-19,,Unassigned,2025-12-10 13:49:04
920,TCK-FM0UMHCJ,High,Resolved,Network,Issue related to Access Request,Detailed ticket description YSIDDmBGjJBRyjPeIbYv,2023-08-16,2023-09-13,Technician B,2025-12-10 13:49:04
921,TCK-88WUEXQG,Critical,Open,Hardware,Issue related to Hardware,Detailed ticket description niGvOfljAHOHLCLvipHF,2024-09-21,2024-09-22,Technician B,2025-12-10 13:49:04
922,TCK-K1QRXU4H,Medium,In Progress,Network,Issue related to Hardware,Detailed ticket description xYUpAoNMdmXnCSVRjTQi,2023-09-23,2023-10-03,Admin,2025-12-10 13:49:04
923,TCK-8U3JI5VU,Low,Resolved,Hardware,Issue related to Access Request,Detailed ticket description dDqDzPDymLfqWXMfzEPu,2023-06-25,2023-07-23,IT Support 1,2025-12-10 13:49:04
924,TCK-S01UTCB0,High,Resolved,Security,Issue related to Software,Detailed ticket description dlrxKWDivcDuncKjSmTp,2024-03-14,2024-04-05,Unassigned,2025-12-10 13:49:04
925,TCK-7Z9WGZM9,Medium,On Hold,Other,Issue related to Software,Detailed ticket description HZwJKipULhvZoJdkMJcD,2024-05-04,2024-05-13,Unassigned,2025-12-10 13:49:04
926,TCK-H8PXRTTW,Medium,In Progress,Security,Issue related to Hardware,Detailed ticket description ZiXHifGKZVlzWOjWlurd,2023-02-25,2023-03-05,IT Support 2,2025-12-10 13:49:04
927,TCK-V5QHMH9S,Low,On Hold,Network,Issue related to Access Request,Detailed ticket description OMtLNOBppKYPrjlrPekd,2024-02-04,,Technician B,2025-12-10 13:49:04
928,TCK-P20MAJV0,High,In Progress,Access Request,Issue related to Security,Detailed ticket description ThtWIvGmBnSxqqCSZXze,2024-10-12,,IT Support 2,2025-12-10 13:49:04
929,TCK-KG6C81I6,Medium,Closed,Hardware,Issue related to Other,Detailed ticket description TjlseWWWWCBeylfmzCtQ,2023-07-16,2023-07-28,IT Support 1,2025-12-10 13:49:04
930,TCK-BYR1RQ2S,Medium,Resolved,Software,Issue related to Other,Detailed ticket description mKjmEmIvZfKEIdjJuHtE,2024-04-28,,Admin,2025-12-10 13:49:04
931,TCK-MY7DR66V,Low,On Hold,Network,Issue related to Security,Detailed ticket description dwspBPuxAzZwXPXVDyTz,2024-11-01,2024-11-23,Unassigned,2025-12-10 13:49:04
932,TCK-A8U3D30T,High,Resolved,Access Request,Issue related to Other,Detailed ticket description zerRpmLyolUPMTVRaZeR,2024-01-17,2024-02-05,Unassigned,2025-12-10 13:49:04
933,TCK-SFU7GMC8,High,On Hold,Hardware,Issue related to Network,Detailed ticket description lDVegKkCGmOnTtzvhNPB,2023-12-13,2023-12-29,IT Support 2,2025-12-10 13:49:04
934,TCK-3EU49DHV,Low,Resolved,Security,Issue related to Software,Detailed ticket description RImmksSJkbqLuEkjJsGZ,2024-08-22,2024-09-05,IT Support 1,2025-12-10 13:49:04
935,TCK-T929WTWR,Low,Closed,Other,Issue related to Network,Detailed ticket description uQQSuARtsYFaASaCRqLX,2024-01-26,,Unassigned,2025-12-10 13:49:04
936,TCK-QTDN6O84,Low,Open,Other,Issue related to Security,Detailed ticket description aaRYJuStfDGpxUyuZccH,2023-07-23,2023-07-31,IT Support 2,2025-12-10 13:49:04
937,TCK-4BU7S35J,Medium,Closed,Network,Issue related to Network,Detailed ticket description ueAlWAXZmZhlhtClxvIw,2023-08-19,2023-09-08,IT Support 1,2025-12-10 13:49:04
938,TCK-LACDL494,High,Open,Hardware,Issue related to Access Request,Detailed ticket description LkDblXIIicgCdHVKkpmz,2023-05-01,2023-05-09,Technician A,2025-12-10 13:49:04
939,TCK-P9OIBWDN,High,Resolved,Security,Issue related to Network,Detailed ticket description hSZflKtCUGHaYLOwzDAR,2023-06-24,2023-07-16,Admin,2025-12-10 13:49:04
940,TCK-RKU1LIRF,Critical,In Progress,Hardware,Issue related to Software,Detailed ticket description icBWioUKTRazesdWcTKv,2024-10-21,2024-11-12,Technician A,2025-12-10 13:49:04
941,TCK-EOJ10T5T,High,Open,Access Request,Issue related to Network,Detailed ticket description AcXarKEpAWUDCcltXUsZ,2024-10-18,2024-11-15,Admin,2025-12-10 13:49:04
942,TCK-BEA1ICT1,High,In Progress,Software,Issue related to Security,Detailed ticket description tZZbaqgzKJffXgGGEsrZ,2024-03-08,,Technician A,2025-12-10 13:49:04
943,TCK-ZXVHVWJE,Critical,On Hold,Access Request,Issue related to Network,Detailed ticket description ADaDpMQgPXoaNEBHRaLo,2023-11-17,2023-12-09,IT Support 2,2025-12-10 13:49:04
944,TCK-VA5LO9NO,Low,Closed,Security,Issue related to Access Request,Detailed ticket description WnANtbXHtYKGOahJuqBx,2023-04-03,2023-04-15,Unassigned,2025-12-10 13:49:04
945,TCK-E1QOMWK4,Low,Open,Network,Issue related to Other,Detailed ticket description gwkkCIJnVZShXQcILCDK,2023-04-25,,IT Support 2,2025-12-10 13:49:04
946,TCK-R0NDE9A5,High,On Hold,Hardware,Issue related to Access Request,Detailed ticket description oNYWeMqBpTJllhVIiqHu,2023-06-19,2023-06-30,IT Support 1,2025-12-10 13:49:04
947,TCK-15GBHUZD,High,In Progress,Network,Issue related to Hardware,Detailed ticket description xyMpDxzECzCZnfhpFMkc,2023-03-09,2023-04-08,Technician B,2025-12-10 13:49:04
948,TCK-8KE05241,Critical,On Hold,Software,Issue related to Network,Detailed ticket description zuINcuvstumoHToBEKvy,2024-11-27,2024-12-23,IT Support 1,2025-12-10 13:49:04
949,TCK-2RECWM4O,Low,Open,Hardware,Issue related to Software,Detailed ticket description pHuLGLJsfzGUUzqCxOZT,2023-01-01,,Technician A,2025-12-10 13:49:04
950,TCK-73PS0HGA,High,Resolved,Software,Issue related to Other,Detailed ticket description JhCefEzwVkmlvUuzqPfc,2024-07-05,2024-07-11,Unassigned,2025-12-10 13:49:04
951,TCK-LQ4B8R9H,High,Open,Network,Issue related to Software,Detailed ticket description GdxJvZoBEOFQVWvnWJVa,2023-05-25,2023-05-31,Unassigned,2025-12-10 13:49:04
952,TCK-MVFVUMB4,Low,Closed,Access Request,Issue related to Network,Detailed ticket description lfnuGdGLBWALCpArRnGy,2024-01-12,2024-01-22,Unassigned,2025-12-10 13:49:04
953,TCK-WP7HXDL9,High,Open,Network,Issue related to Other,Detailed ticket description xvRMsxrKlbcNwmXHryxL,2023-02-07,2023-03-01,Unassigned,2025-12-10 13:49:04
954,TCK-4GPWDTKU,Medium,In Progress,Other,Issue related to Network,Detailed ticket description BfPuFpEUUFTWUvfoohpP,2024-01-09,2024-01-22,Technician B,2025-12-10 13:49:04
955,TCK-MCQ0QT0V,Critical,Closed,Hardware,Issue related to Other,Detailed ticket description XGDFZSjPErqBzsRDuWNO,2023-02-10,,Technician B,2025-12-10 13:49:04
956,TCK-2BZJFK23,Critical,In Progress,Software,Issue related to Security,Detailed ticket description AisZEAdrRdZuUlQRkIgd,2024-06-25,2024-07-24,Technician A,2025-12-10 13:49:04
957,TCK-MKSB1SNZ,Low,Closed,Hardware,Issue related to Hardware,Detailed ticket description vnZMVZMufrCrkjNoNeoO,2023-11-18,,IT Support 2,2025-12-10 13:49:04
958,TCK-5G63Z07W,Low,Resolved,Network,Issue related to Access Request,Detailed ticket description ovigcgSLBItszusyPAmd,2023-04-17,2023-04-26,Technician A,2025-12-10 13:49:04
959,TCK-1NIV4AFS,Low,Closed,Network,Issue related to Hardware,Detailed ticket description JqSZclxuGMVKwBSkHFsz,2024-10-25,,IT Support 2,2025-12-10 13:49:04
960,TCK-FEFBZ14Z,Medium,Resolved,Security,Issue related to Security,Detailed ticket description KAfCyoFylupeTSRfjwYN,2023-06-09,2023-06-24,IT Support 1,2025-12-10 13:49:04
961,TCK-54C3YBA7,Medium,Closed,Hardware,Issue related to Access Request,Detailed ticket description SKYbwhGFQMgpcJUynTbk,2024-02-29,2024-03-13,Admin,2025-12-10 13:49:04
962,TCK-PDVR29GN,High,Closed,Network,Issue related to Access Request,Detailed ticket description AspvsnfWGjXxnSCrIwBy,2023-08-18,,Technician A,2025-12-10 13:49:04
963,TCK-54Q9APVL,Critical,In Progress,Software,Issue related to Hardware,Detailed ticket description jrrhBsBnbpzrCLKoWGgw,2024-11-03,,Technician A,2025-12-10 13:49:04
964,TCK-NDCOZARX,High,In Progress,Other,Issue related to Access Request,Detailed ticket description oCgSKnEzpjuCnAZUBEWY,2024-10-26,2024-11-25,IT Support 2,2025-12-10 13:49:04
965,TCK-0FIKDYMV,Critical,Resolved,Access Request,Issue related to Security,Detailed ticket description PUtHljMxgfKQSozASkbi,2024-07-04,2024-07-15,IT Support 1,2025-12-10 13:49:04
966,TCK-RN1MB04W,High,Closed,Security,Issue related to Access Request,Detailed ticket description WgBRrYQMIkMuvlIfWqoe,2023-02-14,2023-03-13,Admin,2025-12-10 13:49:04
967,TCK-QXBJM5NR,High,On Hold,Security,Issue related to Security,Detailed ticket description YeKyQxYgkbWOdeklaBce,2023-02-03,2023-02-18,IT Support 2,2025-12-10 13:49:04
968,TCK-U0NP2058,Medium,Resolved,Network,Issue related to Other,Detailed ticket description OzHxDPyOMYtGLvHawLcd,2024-01-25,2024-02-02,Technician B,2025-12-10 13:49:04
969,TCK-BLWSZ5T7,High,Closed,Network,Issue related to Access Request,Detailed ticket description HVIXzelMZaIqUPcAwUyy,2024-05-06,2024-05-15,Technician B,2025-12-10 13:49:04
970,TCK-DG30UFBA,High,On Hold,Other,Issue related to Security,Detailed ticket description eqOxBuQGKDpfwJoTqgtf,2024-05-11,2024-05-16,Technician A,2025-12-10 13:49:04
971,TCK-WBAWIDQ9,High,Open,Security,Issue related to Security,Detailed ticket description bNICrhNlyLOcWfIcUweb,2024-02-18,2024-02-24,Admin,2025-12-10 13:49:04
972,TCK-Q8DFJ0IA,Medium,In Progress,Hardware,Issue related to Hardware,Detailed ticket description MTUQInxFZbHrgmvxeGav,2023-01-09,2023-01-18,IT Support 2,2025-12-10 13:49:04
973,TCK-ZCP0RLHG,Low,Closed,Other,Issue related to Network,Detailed ticket description gXFLOAwtVPwWMSKMSRwt,2023-08-06,2023-09-02,IT Support 2,2025-12-10 13:49:04
974,TCK-K44CGKJO,High,On Hold,Software,Issue related to Other,Detailed ticket description OcwErClliodNriAbzxBp,2023-01-18,2023-01-20,Admin,2025-12-10 13:49:04
975,TCK-UFIRJ4OX,Low,In Progress,Security,Issue related to Security,Detailed ticket description VDRzZkbkDCHkFHoBaMfm,2023-11-20,2023-11-25,IT Support 2,2025-12-10 13:49:04
976,TCK-9HQAKNJK,Critical,Resolved,Access Request,Issue related to Network,Detailed ticket description xlQjPiAkzywIjSeuwPKu,2023-12-05,2023-12-29,Technician B,2025-12-10 13:49:04
977,TCK-HTS0R7HH,Medium,Resolved,Hardware,Issue related to Security,Detailed ticket description kFvGOXdQGYhZhkOtmfEu,2024-01-22,2024-02-17,IT Support 2,2025-12-10 13:49:04
978,TCK-UC3AROUJ,Medium,In Progress,Security,Issue related to Hardware,Detailed ticket description QIsFcZBHvBqRHZrOahFz,2024-05-10,,Unassigned,2025-12-10 13:49:04
979,TCK-KZ2NUFT5,High,In Progress,Access Request,Issue related to Security,Detailed ticket description bIlPbPBZpBDvJgKEImBQ,2023-04-29,2023-05-07,IT Support 1,2025-12-10 13:49:04
980,TCK-FGORZ7XZ,High,Resolved,Software,Issue related to Hardware,Detailed ticket description qeIhuCqZmCVyRaDfHbNS,2023-08-05,2023-08-23,Admin,2025-12-10 13:49:04
981,TCK-0IBDCEW8,Critical,On Hold,Software,Issue related to Software,Detailed ticket description vsFzeMbwbEpQKwaLlYJm,2024-03-30,,Technician A,2025-12-10 13:49:04
982,TCK-QXD5NT15,High,Open,Software,Issue related to Access Request,Detailed ticket description niyPaDDRmClaFlZkMVLP,2024-03-29,2024-04-16,Technician A,2025-12-10 13:49:04
983,TCK-F5TUYX29,Medium,On Hold,Network,Issue related to Hardware,Detailed ticket description ILCgGrCJvtJePHIBNDKQ,2023-05-13,,IT Support 2,2025-12-10 13:49:04
984,TCK-7XTEGHF1,Medium,On Hold,Network,Issue related to Access Request,Detailed ticket description JvWDmFuDQAZNTADqpYVE,2024-08-10,,Technician A,2025-12-10 13:49:04
985,TCK-YALIEMQM,Low,In Progress,Access Request,Issue related to Network,Detailed ticket description MwHdsUSfuGFoAtEjmcPd,2023-08-09,,Technician A,2025-12-10 13:49:04
986,TCK-QH7KGB13,High,Resolved,Software,Issue related to Other,Detailed ticket description qfKUgGvxFhUTlGQhfmHC,2024-08-28,2024-08-31,Unassigned,2025-12-10 13:49:04
987,TCK-UNQJN8WU,Low,Resolved,Access Request,Issue related to Other,Detailed ticket description xfCDmAANMyifCBfUnBCP,2023-05-16,,Unassigned,2025-12-10 13:49:04
988,TCK-UB40XNY3,Critical,On Hold,Security,Issue related to Network,Detailed ticket description NRctwcuZbJoZLUiZQqOS,2023-02-08,2023-02-21,Admin,2025-12-10 13:49:04
989,TCK-07S9KNH4,Medium,Closed,Other,Issue related to Other,Detailed ticket description htiNbnTspVlJEDwqdBKR,2024-02-24,2024-03-17,Unassigned,2025-12-10 13:49:04
990,TCK-YKBSC8KM,Critical,In Progress,Other,Issue related to Software,Detailed ticket description SBJePLXekFmRSzTpdlDI,2023-08-16,2023-09-03,IT Support 1,2025-12-10 13:49:04
991,TCK-0L3YKOCU,Medium,On Hold,Software,Issue related to Network,Detailed ticket description CKMIPOTfUQilSuvtWKOh,2023-01-17,,Admin,2025-12-10 13:49:04
992,TCK-JTP9C2RS,Low,In Progress,Software,Issue related to Other,Detailed ticket description IZnsiQQtcunOzbEnyBZz,2024-11-09,2024-11-27,Technician A,2025-12-10 13:49:04
993,TCK-PP8N5TXI,Low,In Progress,Access Request,Issue related to Software,Detailed ticket description iuUXxaBfTbbBOihXhirW,2023-10-14,,Unassigned,2025-12-10 13:49:04
994,TCK-6UBPHP4Q,Low,Resolved,Other,Issue related to Security,Detailed ticket description PwRvmQCACKWuppxFfjqW,2023-12-27,,Admin,2025-12-10 13:49:04
995,TCK-EWHQX8D9,High,Resolved,Access Request,Issue related to Security,Detailed ticket description unlXlcWMoRymVjifejNz,2024-08-25,,IT Support 1,2025-12-10 13:49:04
996,TCK-G1E9RTZH,Low,Closed,Network,Issue related to Hardware,Detailed ticket description oPzJFOWdbYDfIVYahEKR,2024-05-26,2024-06-21,IT Support 2,2025-12-10 13:49:04
997,TCK-BYOR6KIT,Low,In Progress,Network,Issue related to Access Request,Detailed ticket description EskfeUfMOCbDisKhCQOK,2023-11-30,2023-12-27,IT Support 1,2025-12-10 13:49:04
998,TCK-1GE7AM4E,Medium,Open,Software,Issue related to Network,Detailed ticket description IYtLbIUMpCdfedpBPRwJ,2023-02-27,2023-03-26,Admin,2025-12-10 13:49:04
999,TCK-PKLSUUWU,Low,In Progress,Software,Issue related to Access Request,Detailed ticket description GGEfcXtdbtKCHTTukXFt,2024-10-02,2024-10-20,Technician A,2025-12-10 13:49:04
1000,TCK-T4FXEG3H,High,Open,Access Request,Issue related to Access Request,Detailed ticket description ZWpJqqNFOMKuMlojFTHw,2023-10-31,2023-11-01,Technician A,2025-12-10 13:49:04
